,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
3498,Create a Responsive Business Website with WordPress,True,95.0,1659,73.0,38,All Levels,5.5,Web Development
3499,PHP webservices,True,30.0,1305,25.0,8,All Levels,0.566666667,Web Development
3500,JavaScript Promises: Applications in ES6 and AngularJS,True,75.0,651,52.0,20,Beginner Level,2.5,Web Development
3501,Learn to build 20 websites and build 14 iOS9 apps with swift,True,40.0,1926,9.0,458,All Levels,22.5,Web Development
3502,Professional CSS Flexbox,True,35.0,396,130.0,21,Intermediate Level,0.716666667,Web Development
3503,XML :basics for beginners,True,40.0,1062,12.0,11,All Levels,0.65,Web Development
3504,How to create Paypal and Credit card Payment Buttons,True,65.0,578,6.0,8,Beginner Level,1.0,Web Development
3505,Customizr - Learn WordPress with the ultimate creative theme,False,0.0,4735,81.0,69,Beginner Level,5.0,Web Development
3506,How To Create a Local Wordpress Environment,False,0.0,4306,163.0,12,Beginner Level,0.5166666670000001,Web Development
3507,Fun and creative web engineering with Python and Web2py,False,0.0,10917,319.0,25,All Levels,2.0,Web Development
3508,WordPress for Beginners - Build Your First Website in 2017,True,100.0,1701,125.0,88,Beginner Level,7.0,Web Development
3509,Learn to Make an Animated Image Gallery using HTML5,False,0.0,11080,165.0,7,Beginner Level,1.0,Web Development
3510,Projects in Foundation Framework - Learn By Building 10 Apps,True,50.0,636,33.0,54,All Levels,10.0,Web Development
3511,Drupal for Beginners,True,30.0,1478,18.0,83,Beginner Level,5.0,Web Development
3512,Laravel : CRUD Application Using AJAX In Laravel 5.3,True,20.0,362,19.0,8,Intermediate Level,1.0,Web Development
3513,Foundations of Front-End Web Development,False,0.0,8337,300.0,129,Beginner Level,20.5,Web Development
3514,Angular 2 - Superheroic Framework,True,20.0,702,21.0,30,Beginner Level,3.0,Web Development
3515,Social Network Web Development,True,200.0,2698,29.0,57,All Levels,8.0,Web Development
3516,For Free - Deploy Quickly Spring Boot on Heroku With MySQL,True,95.0,177,19.0,10,All Levels,1.0,Web Development
3517,Building Web Applications with Spring MVC,True,85.0,714,48.0,28,All Levels,3.0,Web Development
3518,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",True,20.0,1062,20.0,32,All Levels,3.5,Web Development
3519,HTML & CSS - Learn to build sleek websites ,True,55.0,1552,14.0,44,All Levels,3.5,Web Development
3520,Master Angular 2 - The No Nonsense Course,True,25.0,102,27.0,36,Beginner Level,2.5,Web Development
3521,Master ASP . NET 4 from scratch,True,50.0,613,135.0,116,All Levels,16.0,Web Development
3522,CoffeeScript: The Good Parts—Write Better javaScript,True,50.0,2152,19.0,15,Beginner Level,2.5,Web Development
3523,Mastering Magento,True,85.0,1063,101.0,40,All Levels,3.5,Web Development
3524,Ultimate JavaScript Strings,False,0.0,3142,117.0,20,Beginner Level,0.6166666670000001,Web Development
3525,Your Own Site in 45 Min: The Complete Wordpress Course,True,120.0,1566,29.0,36,All Levels,4.0,Web Development
3526,Redirect Your Visitors By Country Easily -Wordpress Tutorial,True,20.0,2306,3.0,24,Beginner Level,1.0,Web Development
3527,Learn Knockout JS Framework from GroundUp,True,40.0,633,104.0,31,All Levels,5.0,Web Development
3528,Build Responsive Websites  in an Hour using Portalfin,False,0.0,2859,42.0,17,All Levels,0.7333333329999999,Web Development
3529,Master Riot: Learn Riot.js from Scratch,True,125.0,299,75.0,34,Intermediate Level,3.5,Web Development
3530,Learn W3.CSS,True,50.0,1002,7.0,10,All Levels,0.566666667,Web Development
3531,Learning Axure RP,True,75.0,631,103.0,65,All Levels,4.5,Web Development
3532,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",True,50.0,1386,17.0,28,All Levels,3.0,Web Development
3533,"Kids Coding -Introduction to HTML, CSS and JavaScript",True,200.0,2355,143.0,215,Beginner Level,7.0,Web Development
3534,Introduction to Voice Design with Amazon's Alexa,False,0.0,6742,1036.0,6,Beginner Level,0.683333333,Web Development
3535,How to Create a Social Network For a Niche-Related Community,True,100.0,1853,34.0,39,All Levels,2.0,Web Development
3536,Webpack 1 & 2 - The Complete Guide,True,40.0,252,46.0,79,All Levels,6.5,Web Development
3537,Star Rating Project AJAX with JSON response from PHP MySQL,True,120.0,1302,18.0,22,Beginner Level,1.5,Web Development
3538,Wordpress for beginners :Build Websites Fast without Coding ,True,50.0,1658,72.0,68,All Levels,5.0,Web Development
3539,ASP.Net MVC Quick Start,False,0.0,15092,1234.0,65,Intermediate Level,5.5,Web Development
3540,Build a Chatbot integrated Website using Bootstrap 4,True,50.0,165,13.0,28,All Levels,3.0,Web Development
3541,How To Create A WordPress Website Without Paying A Developer,True,20.0,4333,16.0,17,Beginner Level,1.0,Web Development
3542,PSD to Bootstrap 3 for Beginners using HTML & CSS,True,20.0,976,93.0,46,Beginner Level,2.5,Web Development
3543,Build Advanced Responsive Websites with Foundation 6 & SASS,True,200.0,1276,245.0,271,All Levels,22.5,Web Development
3544,Learn Essential Javascript Fundamentals - Lite,True,20.0,1476,27.0,8,All Levels,0.65,Web Development
3545,Learn HTML in 2 hours!,False,0.0,5351,235.0,13,Beginner Level,1.5,Web Development
3546,Laravel 4 try and enjoy php coding,True,20.0,2402,26.0,23,Beginner Level,2.0,Web Development
3547,Wordpress Beginner Tutorial: Build Your First Website,False,0.0,6402,104.0,23,Beginner Level,1.5,Web Development
3548,Build Complex Express Sites with Redis and Socket IO,True,125.0,223,26.0,27,Intermediate Level,3.5,Web Development
3549,Building a ASP.NET MVC 5 Membership Website,True,95.0,654,86.0,239,Intermediate Level,25.5,Web Development
3550,Drupal Views: Introduction to Enhancing Your Drupal Website,True,105.0,1262,36.0,40,Beginner Level,2.5,Web Development
3551,Bootstrap Bootcamp - Responsive web development- 8 projects,True,100.0,253,34.0,45,All Levels,7.0,Web Development
3552,Self Advertise Using PowerPoint Twitter and Facebook on ios,True,20.0,1780,15.0,6,Beginner Level,0.6,Web Development
3553,Learning Bootstrap 3 - Tutorial From Infinite Skills,True,50.0,1266,90.0,50,All Levels,3.0,Web Development
3554,Practical Web Development: Make Websites Quickly And Easily,True,20.0,2389,7.0,20,All Levels,2.0,Web Development
3555,"Learn animation using CSS3, Javascript and HTML5",True,40.0,1468,54.0,18,All Levels,2.5,Web Development
3556,Creating Interactive HTML5 Video,True,25.0,838,13.0,23,Intermediate Level,2.0,Web Development
3557,Optimizing Wordpress for More Speed and Revenue,False,0.0,2649,16.0,7,Intermediate Level,0.583333333,Web Development
3558,JavaScript project Learn to create a memory Game and more,True,95.0,6000,21.0,25,Beginner Level,1.5,Web Development
3559,The Complete JavaScript Bootcamp,True,195.0,1839,91.0,47,All Levels,5.0,Web Development
3560,JavaScript for Absolute Beginners,True,20.0,10689,394.0,17,Beginner Level,2.0,Web Development
3561,Complete JavaScript Course for Beginners with Easy Examples,True,200.0,7449,91.0,32,All Levels,4.0,Web Development
3562,Angular 2 Master Class with Alejandro Rangel,True,30.0,4157,206.0,80,All Levels,9.5,Web Development
3563,Quick learning jQuery web development,True,150.0,3388,67.0,39,Intermediate Level,3.0,Web Development
3564,Google Blogger Course,True,60.0,1343,11.0,22,Intermediate Level,3.5,Web Development
3565,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",True,200.0,3399,85.0,15,All Levels,1.5,Web Development
3566,PHP Tutorial: Learn PHP Basic Programming for Beginners,True,20.0,2510,21.0,23,Beginner Level,1.5,Web Development
3567,Mastering Modern Web Development Using React,True,195.0,1537,8.0,29,All Levels,2.5,Web Development
3568,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",True,50.0,6134,93.0,15,Beginner Level,2.0,Web Development
3569,The Essential Web Developer Course - Build 12 Websites,True,200.0,9355,390.0,177,All Levels,16.5,Web Development
3570,Build Powerful Websites & Blogs using WordPress - No Coding,True,20.0,1024,14.0,26,Beginner Level,3.0,Web Development
3571,Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,True,40.0,325,37.0,27,All Levels,3.5,Web Development
3572,Building Web Apps Using Flask and Neo4j,True,50.0,166,21.0,37,All Levels,2.5,Web Development
3573,Learn Web Animation the Easy Way: An Intro to SVG and GSAP,True,50.0,203,33.0,15,All Levels,3.0,Web Development
3574,Build Your Own Membership Website With Joomla,True,95.0,1134,9.0,24,All Levels,1.5,Web Development
3575,Learn Spring Security 4 Basics - Hands On,True,95.0,216,28.0,16,Beginner Level,2.0,Web Development
3576,Display and analyze GIS data on the web with Leaflet.js,True,100.0,25,4.0,66,Intermediate Level,12.5,Web Development
3577,How to Build a CMS with PHP,True,50.0,1096,33.0,10,Beginner Level,1.0,Web Development
3578,Responsive Web Design with HTML5 and CSS3 - Introduction,True,35.0,770,65.0,84,Beginner Level,8.0,Web Development
3579,Master Typescript : Learn Typescript from scratch,True,95.0,424,45.0,60,All Levels,3.5,Web Development
3580,XSD :basics for beginners,True,35.0,755,0.0,7,All Levels,0.7,Web Development
3581,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,True,60.0,652,48.0,46,Intermediate Level,6.5,Web Development
3582,Css Positioning For Absolute Beginners: A Basic Introduction,True,65.0,4797,97.0,11,Beginner Level,1.0,Web Development
3583,Creating User Authentication System in CodeIgniter,True,200.0,2783,9.0,21,All Levels,1.5,Web Development
3584,How to easily Manage your WordPress Website,True,20.0,8462,50.0,21,Beginner Level,2.0,Web Development
3585,Wordpress For Beginners: Create a Professional Website,True,200.0,5129,183.0,35,Beginner Level,1.5,Web Development
3586,"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",True,20.0,5272,111.0,24,All Levels,2.0,Web Development
3587,Automate Web Development With Gulp JS,True,20.0,2784,425.0,29,All Levels,3.5,Web Development
3588,Bootstrap 4 Responsive Web Design and Development,True,20.0,3086,17.0,73,Beginner Level,7.5,Web Development
3589,Intro To HTML & CSS: Web Development For Beginners,True,20.0,6008,203.0,35,Beginner Level,4.0,Web Development
3590,Become Exceptional in HTML and HTML5,True,20.0,16486,86.0,34,All Levels,6.5,Web Development
3591,Become a Rockstar Web Developer - Learn By Coding,True,200.0,2076,125.0,56,All Levels,11.0,Web Development
3592,Spring 4 Mastercourse: Covers Annotation & XML Configuration,True,200.0,1353,53.0,320,Intermediate Level,23.5,Web Development
3593,WordPress Plugin Development for 2017 - Build 14 Plugins,True,50.0,3770,108.0,72,All Levels,7.0,Web Development
3594,Single Page Application of MVC 5 Using AngularJS,True,20.0,722,53.0,18,Intermediate Level,1.5,Web Development
3595,"Learn to Code in HTML5, CSS3, and JavaScript",True,20.0,1404,7.0,17,Beginner Level,2.5,Web Development
3596,Web Application Development - Learn by Building 3 Web Apps,True,30.0,1688,16.0,29,Beginner Level,1.5,Web Development
3597,Rails Ecommerce App with HTML Template from Themeforest,True,25.0,214,34.0,24,Intermediate Level,2.0,Web Development
3598,Writing CSS with {LESS} - Tutorial From Infinite Skills,True,50.0,788,21.0,25,All Levels,2.0,Web Development
3599,Login and Registration from Scratch with PHP and MySQL,True,20.0,1128,77.0,36,Intermediate Level,2.0,Web Development
3600,Getting Started with Magento,True,85.0,608,88.0,48,All Levels,3.5,Web Development
3601,Ruby on Rails Foundations,True,20.0,359,45.0,73,All Levels,6.5,Web Development
3602,Core Concepts in HTML 5,True,75.0,1532,19.0,23,Beginner Level,2.0,Web Development
3603,Learn Azure Cloud Step by Step,True,20.0,791,29.0,24,Intermediate Level,2.5,Web Development
3604,Learn Facebook Flux Architecture for Web Applications,True,40.0,395,26.0,36,All Levels,6.5,Web Development
3605,"Create free, fast and secure static website",True,50.0,322,9.0,9,Beginner Level,0.5166666670000001,Web Development
3606,Object Orientation in PHP,True,20.0,151,40.0,30,Beginner Level,5.0,Web Development
3607,Creating Custom Web Maps,True,50.0,208,48.0,29,Intermediate Level,2.0,Web Development
3608,Build A YouTube Downloader With C# And GitHub,True,20.0,385,39.0,32,Intermediate Level,2.5,Web Development
3609,Querying Microsoft SQL Server 2012 - (Exam No. 70-461),True,85.0,666,89.0,115,All Levels,6.5,Web Development
3610,HTTP Clients with Laravel: Use and Consume Services and APIs,True,65.0,237,22.0,52,Intermediate Level,3.5,Web Development
3611,Modern E-Commerce Store In php & mysqli With Bootstrap,True,50.0,240,45.0,358,All Levels,66.5,Web Development
3612,Simple And Easy: Wordpress For Beginners,False,0.0,5014,196.0,32,Beginner Level,3.0,Web Development
3613,Create Website from scratch in Urdu & Hindi,False,0.0,3033,91.0,9,Intermediate Level,1.0,Web Development
3614,Advance Unix : File Processing: AWK | GREP | VIM,True,20.0,458,2.0,12,All Levels,1.0,Web Development
3615,Introduction to Node.js Development,True,55.0,1779,48.0,16,Expert Level,1.0,Web Development
3616,Advance JavaScript for Coders: Learn OOP in JavaScript,True,40.0,334,41.0,54,Intermediate Level,11.5,Web Development
3617,Web Development With Google Maps,True,50.0,222,9.0,60,Beginner Level,8.5,Web Development
3618,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,True,145.0,422,86.0,69,All Levels,12.5,Web Development
3619,Learn Spring Security 4 Intermediate - Hands On,True,95.0,227,16.0,20,Intermediate Level,2.0,Web Development
3620,Learning Path: The Road to Elasticsearch,True,200.0,50,5.0,60,Beginner Level,5.0,Web Development
3621,HTML/CSS Bootcamp,True,40.0,194,26.0,87,Beginner Level,10.0,Web Development
3622,JavaScript High Performance,True,95.0,458,28.0,40,All Levels,4.5,Web Development
3623,Node:js : Building Rest Apis with Sails.js,True,100.0,61,9.0,44,Beginner Level,2.0,Web Development
3624,Fundamentals of Angular 2 Full Stack Design,True,95.0,314,43.0,49,Beginner Level,6.5,Web Development
3625,Create Newsletter Subscription Form with PHP/AJAX in 40 Min,True,50.0,586,10.0,17,All Levels,0.6333333329999999,Web Development
3626,AppML :basics for beginners,True,30.0,770,,8,All Levels,0.6333333329999999,Web Development
3627,How to manage your own VPS and create websites,True,120.0,735,16.0,30,All Levels,1.5,Web Development
3628,Learn BuddyPress: Build A Social Network with WordPress,True,20.0,1299,15.0,23,All Levels,1.0,Web Development
3629,HTML FOR BEGINNERS,True,20.0,791,8.0,16,All Levels,1.0,Web Development
3630,XML XQuery - Crash Course for Beginners,True,45.0,426,4.0,10,All Levels,1.0,Web Development
3631,Simplified Cross Browser Web Testing Using VirtualBox,True,20.0,796,3.0,18,Beginner Level,1.0,Web Development
3632,JavaScript and jQuery Basics: Start The Journey,True,25.0,1316,22.0,45,All Levels,5.0,Web Development
3633,How to Install WordPress From Scratch,False,0.0,8415,56.0,13,Beginner Level,1.0,Web Development
3634,CSS :basics for beginners,True,30.0,1085,8.0,13,All Levels,0.533333333,Web Development
3635,"WordPress Development - Themes, Plugins & Single Page Apps",True,150.0,817,164.0,131,Intermediate Level,19.5,Web Development
3636,Learn Effective HTML in No Time!,True,40.0,1275,11.0,18,All Levels,1.0,Web Development
3637,HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,True,90.0,1526,72.0,86,All Levels,6.5,Web Development
3638,Building a Search Engine in PHP & MySQL,False,0.0,10110,379.0,12,All Levels,2.5,Web Development
3639,create a search engine for your website!,True,20.0,1832,6.0,12,Intermediate Level,1.5,Web Development
3640,Learn basics of HTML in 30 Minutes,True,20.0,945,17.0,11,Beginner Level,0.55,Web Development
3641,JavaScript from Scratch for Very Beginners,True,30.0,1272,31.0,29,Beginner Level,5.0,Web Development
3642,Learn Web Development by Creating a Social Network,True,200.0,442,48.0,80,Beginner Level,6.5,Web Development
3643,CSS Image filters - The modern web images color manipulation,False,0.0,6315,53.0,16,All Levels,1.5,Web Development
3644,Building Responsive Websites with Bootstrap 3 Framework,True,75.0,1322,14.0,27,Intermediate Level,3.0,Web Development
